number,name,region,latitude,longitude,company,start,end
B047,"Laduboro Verchères Saint-Pierre No 11b, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.296611,-72.736139,James Drilling Ltd,1961,1961
B048,"Laduboro Verchères Saint-Pierre No 12, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.288139,-72.69425,James Drilling Ltd,1961,1961
B049,"Laduboro Verchères Saint-Pierre No 13, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.305472,-72.743917,James Drilling Ltd,1961,1961
B050,"Laduboro Verchères Saint-Pierre No 14, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.298083,-72.708111,James Drilling Ltd(1961); Foragaz(1992),1961,1961
B051,"Laduboro Verchères Saint-Pierre No 15, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.301417,-72.708111,James Drilling Ltd(1961); Foragaz(1992),1961,1961
B052,"Laduboro Verchères Saint-Pierre No 16, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.305111,-72.704444,James Drilling Ltd(1961); Foragaz(1992),1961,1961
B053,"Laduboro Verchères Saint-Pierre No 17, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.315278,-72.70775,James Drilling Ltd,1961,1961
B054,"Laduboro Verchères Saint-Pierre No 18, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.315028,-72.697639,James Drilling Ltd,1961,1961
B054-R1,"Laduboro Verchères Saint-Pierre No 18, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.315028,-72.697639,Ralex Inc.,1996,1996
B055,"Laduboro Verchères Saint-Pierre No 19, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.313667,-72.716361,James Drilling Ltd,1961,1961
B056,"Laduboro Verchères Saint-Pierre No 20, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.3085,-72.693722,James Drilling Ltd,1961,1961
B057,"Laduboro Verchères Saint-Pierre No 21, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.314833,-72.688583,James Drilling Ltd,1961,1961
B057-R1,"Laduboro Verchères Saint-Pierre No 21, Pointe-du-Lac",B-Basses-Terres (sols non consolidés),46.314833,-72.688583,Foragaz Inc.,1990,1990
B058,"Laduboro Verchères Saint-Pierre No 1, Yamachiche",B-Basses-Terres (sols non consolidés),46.299194,-72.828167,James Drilling Ltd,1961,1961
B059,"Laduboro Verchères Saint-Pierre No 2, Yamachiche",B-Basses-Terres (sols non consolidés),46.273639,-72.827889,James Drilling Ltd,1961,1961
B060,"Laduboro Verchères Saint-Pierre No 4, Yamachiche",B-Basses-Terres (sols non consolidés),46.315028,-72.817333,James Drilling Ltd,1961,1961
B061,"Laduboro Verchères Saint-Pierre No 5, Yamachiche",B-Basses-Terres (sols non consolidés),46.326139,-72.802333,James Drilling Ltd,1961,1961
B062,"Eastern Canada Gas & Oil No 8, Saint-Athanase",B-Basses-Terres (sols non consolidés),45.270028,-73.240417,Logan Brothers Diamond Drilling Ltd.,1958,1958
B063,Gélinas No 1,B-Basses-Terres (sols non consolidés),46.357528,-72.469778,Germain Gélinas,1954,1954
B064,"Sweet Grass, Yamachiche No 1",B-Basses-Terres (sols non consolidés),46.299583,-72.82975,Robert McMaster & Sons,1955,1955
B065,"Canso Intercity, Pointe-du-Lac No 1",B-Basses-Terres (sols non consolidés),46.288528,-72.683222,Ranch Drilling Ltd,1956,1956
B066,"Canso Intercity, Pointe-du-Lac No 2",B-Basses-Terres (sols non consolidés),46.292806,-72.632611,Ranch Drilling Ltd,1956,1956
B067,"Canso Intercity, Sainte-Anne No 1",B-Basses-Terres (sols non consolidés),46.271139,-72.800944,Ranch Drilling Ltd,1956,1956
B068,"Canso Intercity, Sainte-Anne No 2",B-Basses-Terres (sols non consolidés),46.293361,-72.749528,Ranch Drilling Ltd,1956,1956
B069,"Canso Intercity, Sainte-Anne No 3",B-Basses-Terres (sols non consolidés),46.299472,-72.767889,Carroll Drilling Co. Ltd.,1957,1957
B070,"Canso Intercity, Trois-Rivières No 1",B-Basses-Terres (sols non consolidés),46.308361,-72.575389,Ranch Drilling Ltd,1957,1957
B071,"Laduboro Seaway Almega No 1, Champlain",B-Basses-Terres (sols non consolidés),46.485028,-72.358722,Walter Oes,1961,1961
B072,"Laduboro Seaway Almega No 2, Champlain",B-Basses-Terres (sols non consolidés),46.468639,-72.337056,Walter Oes,1961,1961
B073,"Laduboro Seaway Almega No 3, Champlain",B-Basses-Terres (sols non consolidés),46.445306,-72.404833,Walter Oes,1961,1961
B074,"Laduboro Seaway Almega No 4, Champlain",B-Basses-Terres (sols non consolidés),46.441972,-72.400667,Walter Oes,1961,1961
B075,Calbec No 1,B-Basses-Terres (sols non consolidés),46.30225,-72.815667,Ranch Drilling Ltd,1957,1957
B076,Calbec No 3,B-Basses-Terres (sols non consolidés),46.297,-72.729333,Ranch Drilling Ltd,1957,1957
B077,Calbec No 4,B-Basses-Terres (sols non consolidés),46.296694,-72.800944,Ranch Drilling Ltd,1957,1957
B078,Calbec No 5,B-Basses-Terres (sols non consolidés),46.304444,-72.712694,Ranch Drilling Ltd,1957,1957
B079,Calbec No 6,B-Basses-Terres (sols non consolidés),46.290861,-72.817056,Ranch Drilling Ltd,1957,1957
B080,Calbec No 7,B-Basses-Terres (sols non consolidés),46.305111,-72.731306,Ranch Drilling Ltd,1957,1957
B081,Calbec No 8,B-Basses-Terres (sols non consolidés),46.293917,-72.711611,Ranch Drilling Ltd,1957,1957
B081-R1,Calbec No 8,B-Basses-Terres (sols non consolidés),46.293917,-72.711611,Géohydrotek Inc.,1991,1991
B082,Calbec No 9,B-Basses-Terres (sols non consolidés),46.303167,-72.709472,Ranch Drilling Ltd,1957,1957
B083,Calbec No 10,B-Basses-Terres (sols non consolidés),46.302528,-72.827333,Ranch Drilling Ltd,1957,1957
B084,"New Miller Bald Mountain No 5, Sorel",B-Basses-Terres (sols non consolidés),46.049472,-73.113194,Big Indian Drilling Co.,1963,1963
B085,"New Miller Bald Mountain No 6, Sorel",B-Basses-Terres (sols non consolidés),46.023917,-73.077917,Big Indian Drilling Co.,1963,1963
B086,"New Miller Bald Mountain No 7, Sorel",B-Basses-Terres (sols non consolidés),46.066889,-73.078139,Big Indian Drilling Co.,1963,1963
B087,"New Miller Bald Mountain No 8, Sorel",B-Basses-Terres (sols non consolidés),46.051417,-73.077917,Big Indian Drilling Co.,1963,1963
B088,"North Shore Seaway No 1, Louiseville",B-Basses-Terres (sols non consolidés),46.22725,-72.923167,Samson & Frères Inc.,1961,1961
B089,"North Shore Seaway No 2, Louiseville",B-Basses-Terres (sols non consolidés),46.236417,-72.986778,Samson & Frères Inc.,1961,1961
B090,Oil Selections No 1,B-Basses-Terres (sols non consolidés),45.798639,-73.547639,Ranch Drilling Ltd,1956,1956
B091,Oil Selections No 3,B-Basses-Terres (sols non consolidés),45.776417,-73.514861,Ranch Drilling Ltd,1956,1956
B092,Oil Selections No 4,B-Basses-Terres (sols non consolidés),45.765583,-73.498472,Ranch Drilling Ltd,1956,1956
B093,Parent,B-Basses-Terres (sols non consolidés),45.831972,-73.420417,"",1926,1926
B094,"Prospère, Contrecoeur No 1",B-Basses-Terres (sols non consolidés),45.813639,-73.297639,Central Exploration Ltd.,1963,1963
B095,"Prospère, Contrecoeur No 2",B-Basses-Terres (sols non consolidés),45.841972,-73.255694,Central Exploration Ltd.,1963,1963
B096,"Prospère, Contrecoeur No 3",B-Basses-Terres (sols non consolidés),45.862528,-73.228194,Central Exploration Ltd.,1963,1963
B097,"Prospère, Contrecoeur No 4",B-Basses-Terres (sols non consolidés),45.876694,-73.220139,Central Exploration Ltd.,1963,1963
B098,"Prospère, Contrecoeur No 5",B-Basses-Terres (sols non consolidés),45.830306,-73.26625,Central Exploration Ltd.,1963,1963
B099,"Prospère, Contrecoeur No 6",B-Basses-Terres (sols non consolidés),45.838917,-73.262083,Central Exploration Ltd.,1963,1963
B100,"Prospère, Contrecoeur No 7",B-Basses-Terres (sols non consolidés),45.838917,-73.27375,Central Exploration Ltd.,1963,1963
B101,"Prospère, Contrecoeur No 8",B-Basses-Terres (sols non consolidés),45.796972,-73.280972,Central Exploration Ltd.,1963,1963
B102,"Prospère, Contrecoeur No 9",B-Basses-Terres (sols non consolidés),45.932528,-73.204306,Central Exploration Ltd.,1963,1963
B103,"Prospère, Contrecoeur No 10",B-Basses-Terres (sols non consolidés),45.912806,-73.204306,Central Exploration Ltd.,1963,1963
B104,"Prospère, Contrecoeur No 11",B-Basses-Terres (sols non consolidés),45.843083,-73.258194,Central Exploration Ltd.,1963,1963
B105,"Prospère, Saint-Ours No 1",B-Basses-Terres (sols non consolidés),45.878639,-73.146806,Central Exploration Ltd.,1963,1963
B106,"Prospère, Saint-Ours No 2",B-Basses-Terres (sols non consolidés),45.90975,-73.14625,Central Exploration Ltd.,1963,1963
B107,"Prospère, Saint-Roch No 1",B-Basses-Terres (sols non consolidés),45.903361,-73.17375,Central Exploration Ltd.,1963,1963
B108,"Prospère, Saint-Sulpice No 1",B-Basses-Terres (sols non consolidés),45.805583,-73.359306,Central Exploration Ltd.,1963,1963
B109,"Prospère, Varennes No 1",B-Basses-Terres (sols non consolidés),45.665861,-73.436806,Central Exploration Ltd.,1963,1963
B110,"Prospère, Varennes No 1a",B-Basses-Terres (sols non consolidés),45.665861,-73.436806,Central Exploration Ltd.,1963,1963
B111,"Prospère, Varennes No 2",B-Basses-Terres (sols non consolidés),45.726417,-73.414028,Central Exploration Ltd.,1963,1963
B112,"Prospère, Varennes No 3",B-Basses-Terres (sols non consolidés),45.691972,-73.437083,Central Exploration Ltd.,1963,1963
B113,"Prospère, Varennes No 4",B-Basses-Terres (sols non consolidés),45.735306,-73.404028,Central Exploration Ltd.,1963,1963
B114,"Prospère, Varennes No 5",B-Basses-Terres (sols non consolidés),45.675028,-73.437639,Central Exploration Ltd.,1963,1963
B115,"Prospère, Varennes No 6",B-Basses-Terres (sols non consolidés),45.673361,-73.405139,Central Exploration Ltd.,1963,1963
B116,"Prospère, Varennes No 7",B-Basses-Terres (sols non consolidés),45.659472,-73.402917,Central Exploration Ltd.,1963,1963
B117,"Prospère, Varennes No 8",B-Basses-Terres (sols non consolidés),45.658917,-73.437639,Central Exploration Ltd.,1963,1963
B118,"Prospère, Varennes No 9",B-Basses-Terres (sols non consolidés),45.676417,-73.377083,Central Exploration Ltd.,1963,1963
B119,"Prospère, Varennes No 10",B-Basses-Terres (sols non consolidés),45.664472,-73.380694,Central Exploration Ltd.,1963,1963
B120,"Prospère, Varennes No 11",B-Basses-Terres (sols non consolidés),45.666694,-73.37625,Central Exploration Ltd.,1963,1963
B121,"Prospère, Varennes No 12",B-Basses-Terres (sols non consolidés),45.658639,-73.382361,Central Exploration Ltd.,1963,1963
B122,"Prospère, Varennes No 13",B-Basses-Terres (sols non consolidés),45.63975,-73.41375,Central Exploration Ltd.,1963,1963
B123,"Prospère, Varennes No 14",B-Basses-Terres (sols non consolidés),45.680028,-73.426806,Central Exploration Ltd.,1963,1963
B124,"Prospère, Varennes No 15",B-Basses-Terres (sols non consolidés),45.681139,-73.424583,Central Exploration Ltd.,1963,1963
B125,"Prospère, Varennes No 16",B-Basses-Terres (sols non consolidés),45.671417,-73.430417,Central Exploration Ltd.,1963,1963
B126,"Prospère, Varennes No 17",B-Basses-Terres (sols non consolidés),45.676694,-73.430972,Central Exploration Ltd.,1963,1963
B127,"Prospère, Verchères No 1",B-Basses-Terres (sols non consolidés),45.791139,-73.329583,Central Exploration Ltd.,1963,1963
B128,"Prospère, Verchères No 1a",B-Basses-Terres (sols non consolidés),45.791139,-73.329583,Central Exploration Ltd.,1963,1963
B129,"Prospère, Verchères No 1b",B-Basses-Terres (sols non consolidés),45.791139,-73.329583,Central Exploration Ltd.,1963,1963
B130,"Prospère, Verchères No 2",B-Basses-Terres (sols non consolidés),45.747806,-73.389583,Central Exploration Ltd.,1963,1963
B131,"Prospère, Verchères No 2a",B-Basses-Terres (sols non consolidés),45.747806,-73.389583,Central Exploration Ltd.,1963,1963
B132,"Prospère, Verchères No 2b",B-Basses-Terres (sols non consolidés),45.747806,-73.389583,Central Exploration Ltd.,1963,1963
B133,"Prospère, Verchères No 3",B-Basses-Terres (sols non consolidés),45.770028,-73.364028,Central Exploration Ltd.,1963,1963
B134,"Prospère, Verchères No 4",B-Basses-Terres (sols non consolidés),45.805861,-73.308194,Central Exploration Ltd.,1963,1963
B135,"Prospère, Verchères No 5",B-Basses-Terres (sols non consolidés),45.767528,-73.336528,Central Exploration Ltd.,1963,1963
B136,"Prospère, Verchères No 6",B-Basses-Terres (sols non consolidés),45.746972,-73.360139,Central Exploration Ltd.,1963,1963
B137,"Prospère, Verchères No 7",B-Basses-Terres (sols non consolidés),45.763917,-73.34625,Central Exploration Ltd.,1963,1963
B138,"Prospère, Verchères No 8",B-Basses-Terres (sols non consolidés),45.777806,-73.359028,Central Exploration Ltd.,1963,1963
B139,"Prospère, Verchères No 9",B-Basses-Terres (sols non consolidés),45.786139,-73.333472,Central Exploration Ltd.,1963,1963
B140,Lanoraie No 1,B-Basses-Terres (sols non consolidés),45.976694,-73.23375,"",1956,1956
B141,Roy J.A. & Fortin J.,B-Basses-Terres (sols non consolidés),46.296833,-72.263111,Parco Drilling and Exploration Ltd.,1948,1948
B142,"Canso Saint-Maurice, Sorel No 1",B-Basses-Terres (sols non consolidés),46.040306,-73.07375,Carroll Drilling Co. Ltd.,1957,1957
B143,"Canso Saint-Maurice, Sorel No 2",B-Basses-Terres (sols non consolidés),45.953083,-73.095972,Carroll Drilling Co. Ltd.,1957,1957
B144,"Canso Saint-Maurice, Sorel No 3",B-Basses-Terres (sols non consolidés),45.966417,-73.139861,Carroll Drilling Co. Ltd.,1957,1957
B145,Saint-Philippe No 1a,B-Basses-Terres (sols non consolidés),45.793083,-73.60125,"",1933,1933
B146,"Seaway Almega No 1, Champlain",B-Basses-Terres (sols non consolidés),46.458083,-72.366528,Antonio Dubé,1957,1957
B147,"Seaway Almega No 2, Champlain",B-Basses-Terres (sols non consolidés),46.463917,-72.3745,Antonio Dubé,1957,1957
B148,"Seaway Almega No 3, Champlain",B-Basses-Terres (sols non consolidés),46.460722,-72.369861,Parco Drilling and Exploration Ltd.,1957,1957
B149,"Seaway Almega No 4, Champlain",B-Basses-Terres (sols non consolidés),46.46175,-72.373111,Parco Drilling and Exploration Ltd.,1957,1957
B150,"Seaway Almega No 5, Champlain",B-Basses-Terres (sols non consolidés),46.455861,-72.363472,Parco Drilling and Exploration Ltd.,1957,1957
B151,"Seaway Almega No 1, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.469472,-72.534583,Ranch Drilling Ltd,1957,1957
B152,"Seaway Almega No 2, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.451417,-72.555389,Trennd Enterprises,1957,1957
B153,"Seaway Almega No 3, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.438917,-72.553167,Ranch Drilling Ltd,1957,1957
B154,"Seaway Almega No 4, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.47225,-72.538722,Ranch Drilling Ltd,1957,1957
B155,"Seaway Almega No 5, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.46725,-72.528167,Ranch Drilling Ltd,1957,1957
B156,"Seaway Almega No 6, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.468639,-72.530111,Parco Drilling and Exploration Ltd.,1957,1957
B157,"Seaway Almega No 6a, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.468639,-72.530111,Parco Drilling and Exploration Ltd.,1957,1957
B158,"Seaway Almega No 7, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.475306,-72.542611,Ranch Drilling Ltd,1957,1957
B159,"Seaway Almega No 8, Saint-Maurice",B-Basses-Terres (sols non consolidés),46.470861,-72.5365,Parco Drilling and Exploration Ltd.,1957,1957
B160,"Senneterre No 1, L'Assomption",B-Basses-Terres (sols non consolidés),45.820861,-73.422361,H.R. Morris Ltd.,1957,1957
B161,"Senneterre No 2, L'Assomption",B-Basses-Terres (sols non consolidés),45.809472,-73.429028,H.R. Morris Ltd.,1957,1957
B162,"Senneterre No 1, Repentigny",B-Basses-Terres (sols non consolidés),45.77475,-73.445694,H.R. Morris Ltd.,1962,1962
B163,"Senneterre No 2, Repentigny",B-Basses-Terres (sols non consolidés),45.770861,-73.417639,H.R. Morris Ltd.,1962,1962
B164,"Senneterre No 1, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.791694,-73.395972,H.R. Morris Ltd.,1962,1962
B165,"Senneterre No 2, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.815861,-73.372917,H.R. Morris Ltd.,1962,1962
B166,"Senneterre No 3, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.826417,-73.360139,H.R. Morris Ltd.,1962,1962
B167,"Senneterre No 4, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.834472,-73.333194,H.R. Morris Ltd.,1962,1962
B168,"Senneterre No 5, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.826694,-73.359472,H.R. Morris Ltd.,1962,1962
B169,"Senneterre No 6, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.815583,-73.372639,H.R. Morris Ltd.,1962,1962
B170,"Tamara No 1, Saint-Barnabé",B-Basses-Terres (sols non consolidés),46.364194,-72.814,Antonio Dubé,1961,1961
B171,Caxton No 1,B-Basses-Terres (sols non consolidés),46.365028,-72.807056,Trennd Enterprises,1957,1957
B172,Caxton No 1a,B-Basses-Terres (sols non consolidés),46.365028,-72.807056,Trennd Enterprises,1957,1957
B173,"Vanguard No 1, Saint-Etienne",B-Basses-Terres (sols non consolidés),46.38475,-72.678444,Albert Bédard,1958,1957
B174,"Verchères Oil No 1, Saint-Barnabé",B-Basses-Terres (sols non consolidés),46.365083,-72.815639,Wellie Roy,1960,1960
B175,"Verchères Oil T-1, Saint-Barnabé",B-Basses-Terres (sols non consolidés),46.363361,-72.804556,"",1960,1960
B176,"Verchères No 1, Trois-Rivières",B-Basses-Terres (sols non consolidés),46.312528,-72.650667,James Drilling Ltd.,1961,1961
B177,"Verchères No 2, Trois-Rivières",B-Basses-Terres (sols non consolidés),46.330528,-72.664806,James Drilling Ltd.,1961,1961
B178,"Verchères Oil T-2, Trois-Rivières",B-Basses-Terres (sols non consolidés),46.340917,-72.661194,"",1960,1960
B179,"Verchères Oil T-3, Trois-Rivières",B-Basses-Terres (sols non consolidés),46.340694,-72.661472,"",1960,1960
B180,"Québec Natural Gas No 1, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.668083,-73.63375,Canadian LongYear Ltd.,1964,1964
B181,"Québec Natural Gas No 3, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.670306,-73.647361,Canadian LongYear Ltd.,1964,1964
B182,"Québec Natural Gas No 4, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.666694,-73.640694,Canadian LongYear Ltd.,1964,1964
B183,"Québec Natural Gas No 5, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.66975,-73.656528,Canadian LongYear Ltd.,1964,1964
B184,"Québec Natural Gas No 6, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.667528,-73.66625,Canadian LongYear Ltd.,1964,1964
B185,"Québec Natural Gas No 7, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.673361,-73.667361,Canadian LongYear Ltd.,1964,1964
B186,"Québec Natural Gas No 8, Saint-François-de-Sales",B-Basses-Terres (sols non consolidés),45.670306,-73.617083,Canadian LongYear Ltd.,1964,1964
B187,"Québec Natural Gas No 1, Sainte-Rose",B-Basses-Terres (sols non consolidés),45.656972,-73.69375,Canadian LongYear Ltd.,1964,1964
B188,"Québec Natural Gas No 2, Sainte-Rose",B-Basses-Terres (sols non consolidés),45.653083,-73.710139,Canadian LongYear Ltd.,1964,1964
B189,"Québec Natural Gas No 1, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.66225,-73.638194,Canadian LongYear Ltd.,1964,1964
B190,"Québec Natural Gas No 2, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.655028,-73.677361,Canadian LongYear Ltd.,1964,1964
B191,"Québec Natural Gas No 3, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.655861,-73.647639,Canadian LongYear Ltd.,1964,1964
B192,"Québec Natural Gas No 4, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.662806,-73.65625,Canadian LongYear Ltd.,1964,1964
B193,"Québec Natural Gas No 5, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.644194,-73.641528,Canadian LongYear Ltd.,1964,1964
B194,"Québec Natural Gas No 6, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.658917,-73.622083,Canadian LongYear Ltd.,1964,1964
B195,"Québec Natural Gas No 7a, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.652528,-73.630972,Canadian LongYear Ltd.,1964,1964
B196,"Québec Natural Gas No 8, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.653083,-73.658472,Canadian LongYear Ltd.,1964,1964
B197,"Québec Natural Gas No 9, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.660306,-73.66375,Canadian LongYear Ltd.,1964,1965
B198,"Senneterre No 1, Saint-Grégoire",B-Basses-Terres (sols non consolidés),46.217389,-72.507028,G.A. Blair,1964,1964
B199,"Senneterre No 3, Saint-Grégoire",B-Basses-Terres (sols non consolidés),46.219472,-72.500111,Sixty-Five Development Ltd.,1965,1965
B200,"Senneterre No 7, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.815861,-73.373194,Sixty-Five Development Ltd.,1965,1965
B201,"Senneterre No 8, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.816139,-73.374028,Sixty-Five Development Ltd.,1965,1965
B202,"Senneterre No 9, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.815583,-73.372361,Sixty-Five Development Ltd.,1965,1965
B203,"Senneterre No 10, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.817528,-73.37125,Sixty-Five Development Ltd.,1965,1965
B204,"Senneterre No 11, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.818361,-73.379306,Sixty-Five Development Ltd.,1965,1965
B205,"Senneterre No 12, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.81475,-73.374028,Sixty-Five Development Ltd.,1965,1965
B206,"Senneterre No 13, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.813917,-73.374028,Sixty-Five Development Ltd.,1965,1965
B207,"Senneterre No 14, Saint-Sulpice",B-Basses-Terres (sols non consolidés),45.810583,-73.375139,Sixty-Five Development Ltd.,1965,1965
B208,"Verchères No 2, Louiseville",B-Basses-Terres (sols non consolidés),46.272528,-72.920389,Samson & Frères Inc.,1965,1965
B209,"Verchères No 3, Louiseville",B-Basses-Terres (sols non consolidés),46.273361,-72.944,Samson & Frères Inc.,1965,1965
B210,"Verchères No 4, Louiseville",B-Basses-Terres (sols non consolidés),46.257806,-72.9065,Samson & Frères Inc.,1965,1965
B211,"Verchères No 5, Louiseville",B-Basses-Terres (sols non consolidés),46.260861,-72.883167,Samson & Frères Inc.,1965,1965
B212,"Verchères No 6, Louiseville",B-Basses-Terres (sols non consolidés),46.233639,-72.971778,Samson & Frères Inc.,1965,1965
B213,"Verchères No 1, Maskinongé",B-Basses-Terres (sols non consolidés),46.188083,-73.027056,Samson & Frères Inc.,1965,1965
B214,"Louvicourt No 1, Berthier",B-Basses-Terres (sols non consolidés),45.895583,-73.375139,Sixty-Five Development Ltd.,1965,1965
B215,"Louvicourt No 2, Berthier",B-Basses-Terres (sols non consolidés),45.895028,-73.375972,Sixty-Five Development Ltd.,1965,1965
B216,"Louvicourt No 1, L'Assomption",B-Basses-Terres (sols non consolidés),45.885028,-73.375417,Sixty-Five Development Ltd.,1965,1965
B217,"Louvicourt No 2, L'Assomption",B-Basses-Terres (sols non consolidés),45.88225,-73.370694,Sixty-Five Development Ltd.,1965,1965
B218,"Louvicourt No 3, L'Assomption",B-Basses-Terres (sols non consolidés),45.880306,-73.368194,Sixty-Five Development Ltd.,1965,1965
B219,"Louvicourt No 4, L'Assomption",B-Basses-Terres (sols non consolidés),45.886417,-73.374583,Sixty-Five Development Ltd.,1965,1965
B220,"Louvicourt No 6, L'Assomption",B-Basses-Terres (sols non consolidés),45.888917,-73.380972,Sixty-Five Development Ltd.,1965,1965
B221,"Laduboro C.I.G. No 1, Sainte-Anne-de-Sorel",B-Basses-Terres (sols non consolidés),46.071139,-73.012361,Laduboro Oil Ltd.,1965,1965
B222,"Laduboro C.I.G. No 2, Sainte-Anne-de-Sorel",B-Basses-Terres (sols non consolidés),46.065028,-73.024861,Laduboro Oil Ltd.,1965,1965
B223,"Laduboro C.I.G. No 3, Sainte-Anne-de-Sorel",B-Basses-Terres (sols non consolidés),46.06725,-73.017917,Laduboro Oil Ltd.,1965,1965
B224,"Laduboro C.I.G. No 4, Sainte-Anne-de-Sorel",B-Basses-Terres (sols non consolidés),46.071139,-73.012361,Laduboro Oil Ltd.,1965,1965
B225,"Laduboro C.I.G. No 1, Saint-François-du-Lac",B-Basses-Terres (sols non consolidés),46.125583,-72.935667,Laduboro Oil Ltd.,1965,1965
B226,"Laduboro C.I.G. No 2, Saint-François-du-Lac",B-Basses-Terres (sols non consolidés),46.115583,-72.947333,Laduboro Oil Ltd.,1965,1965
B227,"Laduboro C.I.G. No 3, Saint-François-du-Lac",B-Basses-Terres (sols non consolidés),46.10475,-72.9615,Laduboro Oil Ltd.,1965,1965
B228,"New Miller Bald Mountain, Ile aux Barques No 1",B-Basses-Terres (sols non consolidés),46.075028,-73.01375,H.R. Morris Ltd.,1965,1965
B229,"New Miller Bald Mountain, Ile aux Barques No 2",B-Basses-Terres (sols non consolidés),46.07475,-73.010972,H.R. Morris Ltd.,1965,1965
B230,"New Miller Bald Mountain, Ile aux Barques No 2a",B-Basses-Terres (sols non consolidés),46.07475,-73.010972,H.R. Morris Ltd.,1965,1965
B231,"New Miller Bald Mountain, Ile aux Barques No 3",B-Basses-Terres (sols non consolidés),46.074472,-73.00625,H.R. Morris Ltd.,1965,1965
B232,"New Miller Bald Mountain, Ile aux Barques No 5",B-Basses-Terres (sols non consolidés),46.076139,-73.000417,H.R. Morris Ltd.,1965,1965
B233,"New Miller Bald Mountain, Ile aux Barques No 6",B-Basses-Terres (sols non consolidés),46.085028,-73.003472,H.R. Morris Ltd.,1965,1965
B234,"New Miller Bald Mountain, Ile aux Corbeaux No 26",B-Basses-Terres (sols non consolidés),46.105861,-73.000972,H.R. Morris Ltd.,1965,1965
B235,"New Miller Bald Mountain, Ile aux Ours No 54",B-Basses-Terres (sols non consolidés),46.110306,-73.04875,H.R. Morris Ltd.,1965,1965
B236,"New Miller Bald Mountain, Ile aux Ours No 54a",B-Basses-Terres (sols non consolidés),46.110306,-73.04875,H.R. Morris Ltd.,1965,1965
B237,"New Miller Bald Mountain, Ile aux Ours No 54b",B-Basses-Terres (sols non consolidés),46.110306,-73.04875,H.R. Morris Ltd.,1965,1965
B238,"New Miller Bald Mountain, Ile aux Ours No 75",B-Basses-Terres (sols non consolidés),46.125306,-73.06375,H.R. Morris Ltd.,1965,1965
B239,"New Miller Bald Mountain, Ile Cardin No 67",B-Basses-Terres (sols non consolidés),46.138361,-73.034306,H.R. Morris Ltd.,1965,1965
B240,"New Miller Bald Mountain, Ile de Grâce No 23",B-Basses-Terres (sols non consolidés),46.081694,-73.03375,H.R. Morris Ltd.,1965,1965
B241,"New Miller Bald Mountain, Ile de Grâce No 30",B-Basses-Terres (sols non consolidés),46.075028,-73.065694,H.R. Morris Ltd.,1965,1965
